tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes
Cotisation au profit des caisses d’assurances d’accidents agricoles d’Alsace-Moselle,Low-yield market-failure correction levy on capital paid by businesses,Low-yield market-failure correction levy on capital paid by businesses. Collector: DGFiP. Beneficiary: Caisses d'assurances d'accidents agricoles (CAAA) d'Alsace-Moselle.,2298694,0.000079,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 47; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 47. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 2m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
Cotisation BTP intempéries,Low-yield market-failure correction levy on payroll paid by businesses,Low-yield market-failure correction levy on payroll paid by businesses. Collector: URSSAF. Beneficiary: Union des caisses de France (UCF CIBTP).,128325577,0.004395,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 48; Enjeu 2024","Cour low-yield-tax inventory id 48. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 128.326m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Cotisation des entreprises cinématographiques au profit du CNC (Centre national du cinéma),Movie-making corporations contributions to the CNC,Eurostat national-tax-list line classified as ESA code D214E. Economic function: consumption.,708000000,0.024247,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214E; DETAILS C03; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisation foncière des entreprises,Property contributions of the corporations,Eurostat national-tax-list line classified as ESA code D29A. Economic function: capital/stock of wealth. Environmental/property tag: recurrent immovable property.,7708000000,0.263982,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C06; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisation patronale pour le FNAL (Fonds national d'aide au logement),Taxes benefitting to the national fund for housing (FNAL),Eurostat national-tax-list line classified as ESA code D29C. Economic function: employer labour.,2935000000,0.100517,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29C; DETAILS C06; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisation sur la valeur ajoutée des entreprises - Part sur le capital,Contributions on the value added of the corporations - Tax on capital,Eurostat national-tax-list line classified as ESA code D29A. Economic function: corporate capital income. Environmental/property tag: recurrent immovable property.,1237000000,0.042364,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C09; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisation sur la valeur ajoutée des entreprises - Part sur les salaires,Contributions on the value added of the corporations - Tax on wages,Eurostat national-tax-list line classified as ESA code D29A. Economic function: employer labour. Environmental/property tag: recurrent immovable property.,2630000000,0.090072,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C08; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisation versée par les organismes HLM,Low-yield market-failure correction levy on production paid by businesses,Low-yield market-failure correction levy on production paid by businesses. Collector: Caisse de garantie du logement locatif social (CGLLS). Beneficiary: Agence nationale de contrôle du logement social (ANCOLS).,11334000,0.000388,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 52; Enjeu 2024","Cour low-yield-tax inventory id 52. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 11.334m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Cotisations perçues au titre de la participation des employeurs à l'effort de construction,Low-yield behavioural incentive levy on payroll paid by businesses,Low-yield behavioural incentive levy on payroll paid by businesses. Collector: Action Logement. Beneficiary: Budget général.,26423163,0.000905,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 54; Enjeu 2024","Cour low-yield-tax inventory id 54. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 31.796m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Cotisations sociales effectives obligatoires à la charge des employeurs,Compulsory employers' actual social contributions,Eurostat national-tax-list line classified as ESA code D611C.,293148000000,10.039659,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D611C; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi,Compulsory actual social contributions by the non-employed (1),Eurostat national-tax-list line classified as ESA code D613CN.,3872000000,0.132607,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613CN; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisations sociales effectives obligatoires à la charge des salariés,Compulsory employees' actual social contributions,Eurostat national-tax-list line classified as ESA code D613CE.,104256000000,3.570533,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613CE; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants,Compulsory actual social contributions by the self-employed (1),Eurostat national-tax-list line classified as ESA code D613CS.,28779000000,0.985616,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613CS; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisations sociales effectives volontaires des ménages,Voluntary households' actual social contributions,Eurostat national-tax-list line classified as ESA code D613V.,1010000000,0.034590,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613V; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisations sociales imputées à la charge des employeurs,Employers' imputed social contributions,Eurostat national-tax-list line classified as ESA code D612.,51216000000,1.754033,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D612; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Cotisations sur primes d'assurance,Specific tax on insurance policies,Eurostat national-tax-list line classified as ESA code D214G. Economic function: consumption.,1728000000,0.059180,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214G; DETAILS C02; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
CRDS sur le produit des jeux dans les casinos flottants,Low-yield behavioural incentive levy on consumption paid by individuals,Low-yield behavioural incentive levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: Caisse d'amortissement de la dette sociale (CADES).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 55; Enjeu 2024",Cour low-yield-tax inventory id 55. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
CRDS sur ventes de métaux ou objets précieux,Low-yield budget-raising levy on production paid by individuals,Low-yield budget-raising levy on production paid by individuals. Collector: DGFiP / DGDDI (exportation). Beneficiary: Caisse d'amortissement de la dette sociale (CADES).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 56; Enjeu 2024",Cour low-yield-tax inventory id 56. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Droit affecté au fonds d’indemnisation de la profession d’avoués près les cours d’appel,Low-yield market-failure correction levy on production paid by businesses,Low-yield market-failure correction levy on production paid by businesses. Collector: Ministère de la justice. Beneficiary: Fonds d'indemnisation de la profession d'avoués près des cours d'appel.,28900000,0.000990,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 57; Enjeu 2024","Cour low-yield-tax inventory id 57. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 29.3m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Droit annuel de francisation et de navigation,Gallicisation and navigation annual right (DAFN),Eurostat national-tax-list line classified as ESA code D59D. Economic function: consumption. Environmental/property tag: transport.,44000000,0.001507,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D59D; DETAILS C02; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Droit annuel de francisation et de navigation en Corse ; Droit de passeport en Corse,Low-yield service-related levy on capital paid by individuals,Low-yield service-related levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Collectivité territoriale de Corse.,3968559,0.000136,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 58; Enjeu 2024","Cour low-yield-tax inventory id 58. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 4.567m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Droit d'examen du permis de chasse,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: DGDDI. Beneficiary: Office français de la biodiversité (OFB), anciennement ONCFS.",600000,0.000021,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 72; Enjeu 2024","Cour low-yield-tax inventory id 72. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.543m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Droit de licence sur la rémunération des débitants de tabac,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: DGDDI. Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,360118595,0.012333,"Projet de loi de finances 2025, Voies et moyens tome 1, liste des taxes affectees; file: code/data/france_tax/plf2025_voies_moyens_taxes_affectees.xls; Cour Inventaire sheet id 64; execution 2024, tax label: Droit de licence sur la rémunération des débitants de tabacs","Cour low-yield-tax inventory id 64. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No Cour Enjeu 2024 figure; revenue uses an exact 2024 execution amount from execution 2024, tax label: Droit de licence sur la rémunération des débitants de tabacs."
"Droit de timbre sur les demandes de naturalisation, les demandes de réintégration dans la nationalité française et les déclarations d'acquisition de la nationalité en raison du mariage",Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: Ministère de l'intérieur. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 68; Enjeu 2024",Cour low-yield-tax inventory id 68. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Droit de validation du permis de chasse,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: Office français de la biodiversité (OFB), anciennement ONCFS. Beneficiary: Office français de la biodiversité (OFB), anciennement ONCFS.",5900748,0.000202,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 69; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 69. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 5.134m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
"Droit de visa de régularisation, taxe de renouvellement du titre de séjour, taxe applicable aux documents de circulation pour étrangers mineurs et taxe perçue à l'occasion de la délivrance du premier titre de séjour (et titre de 10 ans)",Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 70; Enjeu 2024",Cour low-yield-tax inventory id 70. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Droit départemental de passage sur les ouvrages d'art reliant le continent aux îles maritimes,Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: Exploitants d'ouvrages d'art reliant le continent aux îles maritimes. Beneficiary: Départements.,47739358,0.001635,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 71; Enjeu 2024","Cour low-yield-tax inventory id 71. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 45.378m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Droit et contribution pour frais de contrôle,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Autorité des marchés financiers (AMF). Beneficiary: Autorité des marchés financiers (AMF).,132389000,0.004534,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 75; Enjeu 2024","Cour low-yield-tax inventory id 75. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 107.791m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Droit progressif sur l'enregistrement des produits homéopathiques,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Agence nationale de sécurité du médicament et des produits de santé (ANSM). Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 77; Enjeu 2024",Cour low-yield-tax inventory id 77. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Droit progressif sur les demandes d'autorisation de mise sur le marché de médicaments,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Agence nationale de sécurité du médicament et des produits de santé (ANSM). Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 78; Enjeu 2024",Cour low-yield-tax inventory id 78. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Droit sur les inspections menées en vue de la délivrance d'un certificat de conformité,Low-yield service-related levy on consumption paid by businesses,Low-yield service-related levy on consumption paid by businesses. Collector: DGDDI. Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 79; Enjeu 2024",Cour low-yield-tax inventory id 79. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée (INAO),Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Institut national de l'origine et de la qualité (INAO). Beneficiary: Institut national de l'origine et de la qualité (INAO).,6800000,0.000233,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 80; Enjeu 2024","Cour low-yield-tax inventory id 80. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 6.95m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Droits assimilés au droit d'octroi de mer sur les rhums et spiritueux à base d'alcool de cru,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: DGDDI. Beneficiary: Collectivités territoriales de l'outre-mer.,4060304,0.000139,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 81; Enjeu 2024","Cour low-yield-tax inventory id 81. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 4.093m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Droits d'enregistrement (y compris taxe additionnelle),Registration taxes (additional tax),Eurostat national-tax-list line classified as ESA code D214C. Economic function: capital/stock of wealth. Environmental/property tag: other property.,14663000000,0.502175,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214C; DETAILS C01; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Droits d'enregistrement sur les mutations de jouissance (baux d'immeubles et commerciaux à durée limitée),Low-yield service-related levy on capital paid by individuals,Low-yield service-related levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 84; Enjeu 2024",Cour low-yield-tax inventory id 84. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
"Droits d'enregistrement sur les mutations de jouissance (baux à durée limitée, concessions de licences d'exploitation de brevets)",Low-yield service-related levy on capital paid by individuals,Low-yield service-related levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 83; Enjeu 2024",Cour low-yield-tax inventory id 83. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Droits d'importation,Imports duties,Eurostat national-tax-list line classified as ESA code D2121. Economic function: consumption.,2600000000,0.089044,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D2121; DETAILS C02; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Droits de plaidoirie,Low-yield market-failure correction levy on consumption paid by individuals,Low-yield market-failure correction levy on consumption paid by individuals. Collector: Caisses des règlements pécuniaires des avocats (CARPA). Beneficiary: Caisse nationale des barreaux français (CNBF).,5000000,0.000171,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 82; Enjeu 2024","Cour low-yield-tax inventory id 82. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 11m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Enregistrement des médicaments traditionnels à base de plantes,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Agence nationale de sécurité du médicament et des produits de santé (ANSM). Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 86; Enjeu 2024",Cour low-yield-tax inventory id 86. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
