tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes,chart_label_en,layer_1,layer_2,layer_3,layer_4,classification_notes,display_explanation,chart_include,chart_revenue_eur,chart_revenue_pct_gdp,netted_adjustments_eur,netting_notes
Contributions sur les loyers immobiliers,Contributions on real-estate rents,Eurostat national-tax-list line classified as ESA code D214H. Economic function: consumption.,511000000,0.017501,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214H; DETAILS C04; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Rent contribution,Land,Recurrent land and property taxes,Land/buildings/business premises,Contributions sur les loyers immobiliers,UK-equivalent treatment: land/property taxes align with council tax/business rates/property taxes.,Tax on some real-estate rents.,yes,511000000,0.017501,0,
Contributions versées par la SNCF au titre des frais de surveillance et de contrôle des chemins de fer,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Ministère de la transition écologique et de la cohésion des territoires. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 44; Enjeu 2024",Cour low-yield-tax inventory id 44. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Sector levy,Business,Business production and sector levies,Low-yield sector/professional levies,Contributions versées par la SNCF au titre des frais de surveillance et de contrôle des chemins de fer,Cour low-yield row classified from business/professional label.,"Business levy based on production, premises, turnover or sector activity.",no,,,0,
Cotisation additionnelle versée par les organismes HLM et les SEM,Low-yield market-failure correction levy on profits paid by businesses,Low-yield market-failure correction levy on profits paid by businesses. Collector: Caisse de garantie du logement locatif social (CGLLS). Beneficiary: Caisse de garantie du logement locatif social (CGLLS).,87906657,0.003011,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 46; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 46. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Bénéfice. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 76.484m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.,Social housing levy 1,Business,Business production and sector levies,Low-yield sector/professional levies,Cotisation additionnelle versée par les organismes HLM et les SEM,Cour low-yield row classified from business/professional label.,"Business levy based on production, premises, turnover or sector activity.",yes,87906657,0.003011,0,
Cotisation au profit des caisses d’assurances d’accidents agricoles d’Alsace-Moselle,Low-yield market-failure correction levy on capital paid by businesses,Low-yield market-failure correction levy on capital paid by businesses. Collector: DGFiP. Beneficiary: Caisses d'assurances d'accidents agricoles (CAAA) d'Alsace-Moselle.,2298694,0.000079,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 47; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 47. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 2m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.,Farm accident insurance,Goods/services,Insurance taxes,Low-yield insurance levies,Cotisation au profit des caisses d’assurances d’accidents agricoles d’Alsace-Moselle,Cour low-yield row classified from insurance label.,Tax or levy on insurance contracts or premiums.,yes,2298694,0.000079,0,
Cotisation BTP intempéries,Low-yield market-failure correction levy on payroll paid by businesses,Low-yield market-failure correction levy on payroll paid by businesses. Collector: URSSAF. Beneficiary: Union des caisses de France (UCF CIBTP).,128325577,0.004395,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 48; Enjeu 2024","Cour low-yield-tax inventory id 48. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 128.326m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Bad-weather levy,Employment,Employer payroll and labour levies,Low-yield payroll/workforce levies,Cotisation BTP intempéries,Cour low-yield row classified from base/payer/legal label.,Construction-sector levy funding bad-weather compensation.,yes,128325577,0.004395,0,
Cotisation des entreprises cinématographiques au profit du CNC (Centre national du cinéma),Movie-making corporations contributions to the CNC,Eurostat national-tax-list line classified as ESA code D214E. Economic function: consumption.,708000000,0.024247,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214E; DETAILS C03; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Cinema levy,Goods/services,Specific services and media taxes,Services/media/entertainment,Cotisation des entreprises cinématographiques au profit du CNC (Centre national du cinéma),Specific consumption/service tax.,Levy on cinema businesses used to fund film and audiovisual support.,yes,462130288,0.015827,-245869712,Netted Cour known-yield overlap for Goods/services / Specific services and media taxes.
Cotisation foncière des entreprises,Property contributions of the corporations,Eurostat national-tax-list line classified as ESA code D29A. Economic function: capital/stock of wealth. Environmental/property tag: recurrent immovable property.,7708000000,0.263982,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C06; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Business property tax,Land,Recurrent land and property taxes,Land/buildings/business premises,Cotisation foncière des entreprises,UK-equivalent treatment: land/property taxes align with council tax/business rates/property taxes.,The business property element of France's local business-tax system.,yes,7708000000,0.263982,0,
Cotisation patronale pour le FNAL (Fonds national d'aide au logement),Taxes benefitting to the national fund for housing (FNAL),Eurostat national-tax-list line classified as ESA code D29C. Economic function: employer labour.,2935000000,0.100517,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29C; DETAILS C06; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Housing payroll levy,Employment,Employer payroll and labour levies,Payroll levies,Cotisation patronale pour le FNAL (Fonds national d'aide au logement),"UK-equivalent treatment: employer payroll levies sit with employment taxes, like apprenticeship levy/NICs.",Employer payroll levy used to fund housing support.,yes,2935000000,0.100517,0,
Cotisation sur la valeur ajoutée des entreprises - Part sur le capital,Contributions on the value added of the corporations - Tax on capital,Eurostat national-tax-list line classified as ESA code D29A. Economic function: corporate capital income. Environmental/property tag: recurrent immovable property.,1237000000,0.042364,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C09; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",CVAE capital part,Business,Business production and sector levies,Production/sector levies,Cotisation sur la valeur ajoutée des entreprises - Part sur le capital,French-specific production/sector business levy.,The capital-share element of the former value-added business tax.,yes,1237000000,0.042364,0,
Cotisation sur la valeur ajoutée des entreprises - Part sur les salaires,Contributions on the value added of the corporations - Tax on wages,Eurostat national-tax-list line classified as ESA code D29A. Economic function: employer labour. Environmental/property tag: recurrent immovable property.,2630000000,0.090072,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29A; DETAILS C08; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",CVAE wage part,Business,Business production and sector levies,Production/sector levies,Cotisation sur la valeur ajoutée des entreprises - Part sur les salaires,French-specific production/sector business levy.,The wage-share element of the former value-added business tax.,yes,1141840843,0.039105,-1488159157,Netted D995 uncollectible adjustment from Less: Autres impôts sur la production dus non recouvrables. Netted Cour known-yield overlap for Business / Business production and sector levies.
Cotisation versée par les organismes HLM,Low-yield market-failure correction levy on production paid by businesses,Low-yield market-failure correction levy on production paid by businesses. Collector: Caisse de garantie du logement locatif social (CGLLS). Beneficiary: Agence nationale de contrôle du logement social (ANCOLS).,11334000,0.000388,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 52; Enjeu 2024","Cour low-yield-tax inventory id 52. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 11.334m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Social housing levy 2,Business,Business production and sector levies,Low-yield sector/professional levies,Cotisation versée par les organismes HLM,Cour low-yield row classified from business/professional label.,"Business levy based on production, premises, turnover or sector activity.",yes,11334000,0.000388,0,
Cotisations perçues au titre de la participation des employeurs à l'effort de construction,Low-yield behavioural incentive levy on payroll paid by businesses,Low-yield behavioural incentive levy on payroll paid by businesses. Collector: Action Logement. Beneficiary: Budget général.,26423163,0.000905,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 54; Enjeu 2024","Cour low-yield-tax inventory id 54. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 31.796m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",PEEC contributions,Employment,Employer payroll and labour levies,Low-yield payroll/workforce levies,Cotisations perçues au titre de la participation des employeurs à l'effort de construction,Cour low-yield row classified from base/payer/legal label.,"Employer levy connected with payroll, employees or workforce costs.",yes,26423163,0.000905,0,
Cotisations sociales effectives obligatoires à la charge des employeurs,Compulsory employers' actual social contributions,Eurostat national-tax-list line classified as ESA code D611C.,293148000000,10.039659,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D611C; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Employer social contribs,Employment,Social contributions,Compulsory/voluntary social contributions,Cotisations sociales effectives obligatoires à la charge des employeurs,UK-equivalent treatment: social contributions sit with NICs/employment taxes.,Compulsory employer social security contributions on employees' pay.,yes,291130000000,9.970547,-2018000000,Netted D995 uncollectible adjustment from Less: Cotisations sociales effectives à la charge des employeurs dues non recouvrables.
Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi,Compulsory actual social contributions by the non-employed (1),Eurostat national-tax-list line classified as ESA code D613CN.,3872000000,0.132607,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613CN; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Non-employed contribs,Employment,Social contributions,Compulsory/voluntary social contributions,Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi,UK-equivalent treatment: social contributions sit with NICs/employment taxes.,Compulsory social security contributions paid by people who are not in employment.,yes,3845000000,0.131683,-27000000,Netted D995 uncollectible adjustment from Less: Cotisations sociales effectives à la charge des personnes n'occupant pas d'emploi dues non recouvrables.
Cotisations sociales effectives obligatoires à la charge des salariés,Compulsory employees' actual social contributions,Eurostat national-tax-list line classified as ESA code D613CE.,104256000000,3.570533,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613CE; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Employee social contribs,Employment,Social contributions,Compulsory/voluntary social contributions,Cotisations sociales effectives obligatoires à la charge des salariés,UK-equivalent treatment: social contributions sit with NICs/employment taxes.,Compulsory employee social security contributions deducted from wages.,yes,103589000000,3.547690,-667000000,Netted D995 uncollectible adjustment from Less: Cotisations sociales effectives à la charge des salariés dues non recouvrables.
Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants,Compulsory actual social contributions by the self-employed (1),Eurostat national-tax-list line classified as ESA code D613CS.,28779000000,0.985616,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613CS; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Self-employed contribs,Employment,Social contributions,Compulsory/voluntary social contributions,Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants,UK-equivalent treatment: social contributions sit with NICs/employment taxes.,Compulsory social security contributions paid by self-employed workers.,yes,28581000000,0.978835,-198000000,Netted D995 uncollectible adjustment from Less: Cotisations sociales effectives à la charge des travailleurs indépendants dues non recouvrables.
Cotisations sociales effectives volontaires des ménages,Voluntary households' actual social contributions,Eurostat national-tax-list line classified as ESA code D613V.,1010000000,0.034590,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D613V; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Voluntary social contribs,Employment,Social contributions,Compulsory/voluntary social contributions,Cotisations sociales effectives volontaires des ménages,UK-equivalent treatment: social contributions sit with NICs/employment taxes.,Voluntary social security contributions paid by households.,yes,1010000000,0.034590,0,
Cotisations sociales imputées à la charge des employeurs,Employers' imputed social contributions,Eurostat national-tax-list line classified as ESA code D612.,51216000000,1.754033,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D612; DETAILS _T; 2024","Social-contribution component retained because Eurostat does not provide a lower French national-tax-list split. Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Imputed employer contribs,Employment,Social contributions,Compulsory/voluntary social contributions,Cotisations sociales imputées à la charge des employeurs,UK-equivalent treatment: social contributions sit with NICs/employment taxes.,Social benefits paid directly by employers and recorded as employer social contributions in the national accounts.,yes,51216000000,1.754033,0,
Cotisations sur primes d'assurance,Specific tax on insurance policies,Eurostat national-tax-list line classified as ESA code D214G. Economic function: consumption.,1728000000,0.059180,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214G; DETAILS C02; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Insurance premium tax,Goods/services,Insurance taxes,Insurance-premium taxes,Cotisations sur primes d'assurance,Direct UK equivalent: insurance premium tax.,Tax on insurance premiums.,yes,1728000000,0.059180,0,
CRDS sur le produit des jeux dans les casinos flottants,Low-yield behavioural incentive levy on consumption paid by individuals,Low-yield behavioural incentive levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: Caisse d'amortissement de la dette sociale (CADES).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 55; Enjeu 2024",Cour low-yield-tax inventory id 55. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Low-yield behavioural incentive…,Goods/services,"Betting, gaming and lottery",Low-yield consumption/service levies,CRDS sur le produit des jeux dans les casinos flottants,Cour low-yield row classified from legal label and base.,"Tax on betting, gaming, casinos or lotteries.",no,,,0,
CRDS sur ventes de métaux ou objets précieux,Low-yield budget-raising levy on production paid by individuals,Low-yield budget-raising levy on production paid by individuals. Collector: DGFiP / DGDDI (exportation). Beneficiary: Caisse d'amortissement de la dette sociale (CADES).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 56; Enjeu 2024",Cour low-yield-tax inventory id 56. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Sector levy,Business,Business production and sector levies,Low-yield production levies,CRDS sur ventes de métaux ou objets précieux,Cour low-yield row classified from Cour base.,"Business levy based on production, premises, turnover or sector activity.",no,,,0,
Droit affecté au fonds d’indemnisation de la profession d’avoués près les cours d’appel,Low-yield market-failure correction levy on production paid by businesses,Low-yield market-failure correction levy on production paid by businesses. Collector: Ministère de la justice. Beneficiary: Fonds d'indemnisation de la profession d'avoués près des cours d'appel.,28900000,0.000990,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 57; Enjeu 2024","Cour low-yield-tax inventory id 57. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 29.3m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Avoues levy,Business,Business production and sector levies,Low-yield sector/professional levies,Droit affecté au fonds d’indemnisation de la profession d’avoués près les cours d’appel,Cour low-yield row classified from business/professional label.,"Business levy based on production, premises, turnover or sector activity.",yes,28900000,0.000990,0,
Droit annuel de francisation et de navigation,Gallicisation and navigation annual right (DAFN),Eurostat national-tax-list line classified as ESA code D59D. Economic function: consumption. Environmental/property tag: transport.,44000000,0.001507,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D59D; DETAILS C02; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope.",Navigation duty,Goods/services,Transport and vehicle taxes,Vehicle/transport-use taxes,Droit annuel de francisation et de navigation,Direct UK equivalent: vehicle/transport taxes.,Duty on the registration or use of certain boats.,yes,44000000,0.001507,0,
Droit annuel de francisation et de navigation en Corse ; Droit de passeport en Corse,Low-yield service-related levy on capital paid by individuals,Low-yield service-related levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Collectivité territoriale de Corse.,3968559,0.000136,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 58; Enjeu 2024","Cour low-yield-tax inventory id 58. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 4.567m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Corsica navigation duty,Goods/services,Transport and vehicle taxes,Low-yield consumption/service levies,Droit annuel de francisation et de navigation en Corse ; Droit de passeport en Corse,Cour low-yield row classified from legal label and base.,"Tax on vehicles, transport services or transport use.",yes,3968559,0.000136,0,
Droit d'examen du permis de chasse,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: DGDDI. Beneficiary: Office français de la biodiversité (OFB), anciennement ONCFS.",600000,0.000021,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 72; Enjeu 2024","Cour low-yield-tax inventory id 72. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.543m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions.",Hunting licence 1,Other,Service-related tax-like charges,Low-yield administrative/service charges,Droit d'examen du permis de chasse,Cour service-related row classified from legal label.,Hunting licence charge counted as tax-like revenue.,yes,600000,0.000021,0,
Droit de licence sur la rémunération des débitants de tabac,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: DGDDI. Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,360118595,0.012333,"Projet de loi de finances 2025, Voies et moyens tome 1, liste des taxes affectees; file: code/data/france_tax/plf2025_voies_moyens_taxes_affectees.xls; Cour Inventaire sheet id 64; execution 2024, tax label: Droit de licence sur la rémunération des débitants de tabacs","Cour low-yield-tax inventory id 64. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No Cour Enjeu 2024 figure; revenue uses an exact 2024 execution amount from execution 2024, tax label: Droit de licence sur la rémunération des débitants de tabacs.",Tobacco licence duty,Goods/services,"Alcohol, tobacco and drinks duties",Low-yield tobacco levies,Droit de licence sur la rémunération des débitants de tabac,Cour low-yield row classified from tobacco label.,Duty or levy on tobacco products.,yes,360118595,0.012333,0,
"Droit de timbre sur les demandes de naturalisation, les demandes de réintégration dans la nationalité française et les déclarations d'acquisition de la nationalité en raison du mariage",Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: Ministère de l'intérieur. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 68; Enjeu 2024",Cour low-yield-tax inventory id 68. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Immigration document tax,Goods/services,Immigration/nationality charges classified as taxes,Low-yield consumption/service levies,"Droit de timbre sur les demandes de naturalisation, les demandes de réintégration dans la nationalité française et les déclarations d'acquisition de la nationalité en raison du mariage",Cour low-yield row classified from legal label and base.,Tax or compulsory charge grouped under goods/services.,no,,,0,
Droit de validation du permis de chasse,Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: Office français de la biodiversité (OFB), anciennement ONCFS. Beneficiary: Office français de la biodiversité (OFB), anciennement ONCFS.",5900748,0.000202,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 69; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 69. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 5.134m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.,Hunting licence 2,Other,Service-related tax-like charges,Low-yield administrative/service charges,Droit de validation du permis de chasse,Cour service-related row classified from legal label.,Hunting licence charge counted as tax-like revenue.,yes,5900748,0.000202,0,
"Droit de visa de régularisation, taxe de renouvellement du titre de séjour, taxe applicable aux documents de circulation pour étrangers mineurs et taxe perçue à l'occasion de la délivrance du premier titre de séjour (et titre de 10 ans)",Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 70; Enjeu 2024",Cour low-yield-tax inventory id 70. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.,Immigration document tax,Goods/services,Immigration/nationality charges classified as taxes,Low-yield consumption/service levies,"Droit de visa de régularisation, taxe de renouvellement du titre de séjour, taxe applicable aux documents de circulation pour étrangers mineurs et taxe perçue à l'occasion de la délivrance du premier titre de séjour (et titre de 10 ans)",Cour low-yield row classified from legal label and base.,Tax or compulsory charge grouped under goods/services.,no,,,0,
