year_label	date	pct_gdp	measure	source	confidence	note
1883-84	1883-07-01	6.291289	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1884-85	1884-07-01	6.598440	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1885-86	1885-07-01	6.819400	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1886-87	1886-07-01	6.813499	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1887-88	1887-07-01	6.490087	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1888-89	1888-07-01	6.242411	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1889-90	1889-07-01	6.291364	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1890-91	1890-07-01	6.304517	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1891-92	1891-07-01	6.470247	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1892-93	1892-07-01	6.527919	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1893-94	1893-07-01	6.494413	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1894-95	1894-07-01	6.436322	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1895-96	1895-07-01	6.750384	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1896-97	1896-07-01	6.727981	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1897-98	1897-07-01	6.740600	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1898-99	1898-07-01	6.491760	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1899-00	1899-07-01	6.788967	Central government receipts	OBR historical public finances database	medium	Used for 1700-1899 because the OBR workbook has no public-sector or National Accounts taxes total for these years.
1900-01	1900-07-01	10.298779	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1901-02	1901-07-01	11.190272	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1902-03	1902-07-01	11.990289	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1903-04	1903-07-01	12.236944	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1904-05	1904-07-01	12.159097	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1905-06	1905-07-01	11.917652	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1906-07	1906-07-01	11.680051	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1907-08	1907-07-01	11.659656	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1908-09	1908-07-01	11.991553	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1909-10	1909-07-01	12.154686	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1910-11	1910-07-01	12.595820	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1911-12	1911-07-01	12.599418	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1912-13	1912-07-01	12.903333	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1913-14	1913-07-01	12.977503	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1914-15	1914-07-01	13.290253	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1915-16	1915-07-01	14.748035	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1916-17	1916-07-01	17.986289	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1917-18	1917-07-01	19.724405	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1918-19	1918-07-01	20.635394	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1919-20	1919-07-01	21.917839	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1920-21	1920-07-01	22.407169	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1921-22	1921-07-01	26.295318	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1922-23	1922-07-01	26.740813	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1923-24	1923-07-01	25.645130	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1924-25	1924-07-01	23.987639	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1925-26	1925-07-01	24.023564	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1926-27	1926-07-01	24.766059	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1927-28	1927-07-01	24.682902	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1928-29	1928-07-01	24.934574	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1929-30	1929-07-01	24.672667	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1930-31	1930-07-01	25.452692	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1931-32	1931-07-01	27.148377	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1932-33	1932-07-01	28.083231	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1933-34	1933-07-01	26.971969	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1934-35	1934-07-01	25.983286	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1935-36	1935-07-01	25.441203	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1936-37	1936-07-01	25.023023	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1937-38	1937-07-01	24.976724	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1938-39	1938-07-01	25.380044	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1939-40	1939-07-01	26.020078	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1940-41	1940-07-01	28.349400	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1941-42	1941-07-01	32.258298	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1942-43	1942-07-01	34.853495	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1943-44	1943-07-01	37.537258	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1944-45	1944-07-01	38.941242	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1945-46	1945-07-01	39.475952	Public sector current receipts	OBR historical public finances database	medium	Used before the OBR National Accounts taxes line begins; includes some non-tax current receipts.
1946-47	1946-07-01	35.636796	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1947-48	1947-07-01	34.406243	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1948-49	1948-07-01	37.207877	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1949-50	1949-07-01	36.929904	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1950-51	1950-07-01	36.075353	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1951-52	1951-07-01	34.782913	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1952-53	1952-07-01	33.953399	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1953-54	1953-07-01	31.705124	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1954-55	1954-07-01	30.913016	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1955-56	1955-07-01	29.647984	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1956-57	1956-07-01	29.250543	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1957-58	1957-07-01	28.917322	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1958-59	1958-07-01	29.536299	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1959-60	1959-07-01	28.433580	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1960-61	1960-07-01	27.885590	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1961-62	1961-07-01	29.850746	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1962-63	1962-07-01	29.645852	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1963-64	1963-07-01	28.692247	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1964-65	1964-07-01	29.082511	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1965-66	1965-07-01	30.689977	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1966-67	1966-07-01	31.387811	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1967-68	1967-07-01	32.600310	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1968-69	1968-07-01	33.806490	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1969-70	1969-07-01	35.119832	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1970-71	1970-07-01	33.696443	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1971-72	1971-07-01	32.059201	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1972-73	1972-07-01	29.826744	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1973-74	1973-07-01	29.793756	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1974-75	1974-07-01	32.490070	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1975-76	1975-07-01	33.351813	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1976-77	1976-07-01	32.756461	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1977-78	1977-07-01	31.611960	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1978-79	1978-07-01	30.370062	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1979-80	1979-07-01	31.181039	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1980-81	1980-07-01	32.104459	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1981-82	1981-07-01	34.014882	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1982-83	1982-07-01	33.714483	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1983-84	1983-07-01	33.036781	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1984-85	1984-07-01	33.611645	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1985-86	1985-07-01	32.700453	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1986-87	1986-07-01	32.480383	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1987-88	1987-07-01	31.648569	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1988-89	1988-07-01	31.144360	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1989-90	1989-07-01	30.659330	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1990-91	1990-07-01	30.377963	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1991-92	1991-07-01	30.267823	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1992-93	1992-07-01	29.090801	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1993-94	1993-07-01	28.334611	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1994-95	1994-07-01	29.334288	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1995-96	1995-07-01	30.079853	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1996-97	1996-07-01	29.624530	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1997-98	1997-07-01	31.180177	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1998-99	1998-07-01	31.775899	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
1999-00	1999-07-01	32.529518	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2000-01	2000-07-01	33.067436	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2001-02	2001-07-01	32.482856	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2002-03	2002-07-01	31.443277	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2003-04	2003-07-01	32.282909	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2004-05	2004-07-01	32.941388	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2005-06	2005-07-01	33.299084	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2006-07	2006-07-01	33.759240	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2007-08	2007-07-01	33.748238	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2008-09	2008-07-01	32.221734	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2009-10	2009-07-01	32.271056	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2010-11	2010-07-01	33.166306	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2011-12	2011-07-01	33.482953	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2012-13	2012-07-01	32.759790	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2013-14	2013-07-01	32.647711	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2014-15	2014-07-01	32.607547	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2015-16	2015-07-01	32.708599	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2016-17	2016-07-01	33.440686	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2017-18	2017-07-01	33.309367	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2018-19	2018-07-01	33.769639	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2019-20	2019-07-01	33.055588	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2020-21	2020-07-01	34.030387	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2021-22	2021-07-01	35.544442	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2022-23	2022-07-01	36.333756	National Accounts taxes	OBR historical public finances database	high	Direct OBR historical public finances National Accounts taxes line.
2024-25	2024-07-01	34.536	National Accounts taxes	OBR March 2026 EFO Table A.5 / nominal GDP Table A.3	high	Current chart control total: £1,013,286m National Accounts taxes / £2,934,021m nominal GDP.
