tax_id	episode	tax_name	parent_tax	category	jurisdiction	start_year	start_date	end_year	end_date	episode_status	date_confidence	source_id	source_locator	source_quote	notes
olive_oil_duty	1	Olive oil duty		food/customs	Great Britain	1815		1845		ended	low	dowell_v4	Book I ch. X	"""in 1815 we derived from the duty on ordinary olive oil alone nearly 28,000l."""	Start is "known extant by" from Dowell; actual enactment date not yet coded.
vinegar_duty	1	Vinegar duty		food/commodity	England	1660		1880		ended	medium	dowell_v4	Book I ch. VII	"""After the Restoration, an excise... was imposed"""	Start predates Great Britain. Complex history: 1699 repeal/reimposition and later customs countervailing duty; 1880 repeal with malt duty.
beer_duty	1	Beer duty		alcohol/excise	England/Great Britain	1643				active	low	parliament_key_dates	Lines 175-176	Excise duties first imposed; Charged on beer and tobacco	Needs split into ale/beer/brewers/licences.
malt_duty	1	Malt duty		alcohol/excise	England	1697		1880		ended	high	dowell_v4	Book II ch. I	"""a tax was imposed, in 1697, upon malt"""	Start predates Great Britain; repealed in 1880 and replaced by beer duty.
hops_duty	1	Hops duty		alcohol/excise	Great Britain	1710		1862		ended	high	dowell_v4	Book II ch. I	"""the excise on hops was revived in 1710"""	End retained from existing Dowell contents summary.
beer_seller_licence	1	Beer seller and brewer licences		alcohol/licence	Great Britain	1710				active	medium	dowell_v4	Book II ch. I	"""a small stamp duty of 1s., imposed in 1710"""	Publican/licensed-victualler duty later became excise revenue licence; modern alcohol licensing/tax boundary needs review.
wine_duty	1	Wine duties		alcohol/customs	England	1302				active	low	dowell_v4	Book II ch. II	"""The Duties on Wine"""	Start predates Great Britain. Very broad wine-duty series; start tied to medieval tunnage/butlerage and should later be split.
wine_seller_licence	1	Wine seller licences		alcohol/licence	England	1660				active	medium	dowell_v4	Book II ch. II	"""the revenue from the wine licenses was specially reserved"""	Start predates Great Britain; revenue licence history continues through later stamp/excise licensing; modern status needs review.
sweets_made_wines_duty	1	Sweets and made wines duty		alcohol/excise	England	1696		1834		ended	high	dowell_v4	Contents, Book II ch. III	SWEETS, MADE WINES, MEAD AND METHEGLIN. 1696-1834.	Start predates Great Britain.
mead_metheglin_duty	1	Mead and metheglin duty		alcohol/excise	England	1696		1834		ended	high	dowell_v4	Contents, Book II ch. III	SWEETS, MADE WINES, MEAD AND METHEGLIN. 1696-1834.	Start predates Great Britain.
home_spirits_duty	1	Home-made spirits duty		alcohol/excise	England	1660				active	medium	dowell_v2	Book I ch. II	"""Strong water or aqua vitae, the gallon"""	Start predates Great Britain; hereditary/temporary excise charged domestic spirits; modern spirits duty continues under later regime.
foreign_spirits_duty	1	Foreign spirits duty		alcohol/customs	England	1660				active	medium	dowell_v2	Book I ch. II	"""Spirits made of wine or cider, the gallon"""	Start predates Great Britain; imported spirits charged under Restoration excise; modern duty/tariff boundary needs later split.
rum_duty	1	Rum duty		alcohol/customs/excise	Great Britain	1740		1885		ended	low	dowell_v4	Book II ch. IV	"""rum was included in the Act"""	Best-guess endpoint currently set at Dowell's source horizon; relationship to later general spirits duty needs coding.
spirit_retailer_licence	1	Spirit retailer and merchant licences		alcohol/licence	Great Britain	1784				active	medium	dowell_v4	Book II ch. IV	"""Retailers of Spirits"""	Start from Pitt licence-tax period; modern alcohol licensing/tax boundary needs review.
cider_perry_duty	1	Cider and perry duty		alcohol/excise	England	1660				active	medium	dowell_v2	Book I ch. II	"""Cider and perry, the hogshead"""	Start predates Great Britain; Restoration excise charged cider and perry; modern cider duty remains.
dashwood_cider_perry_tax	1	Dashwood's cider and perry tax		cider/perry excise	Great Britain	1763		1765		ended	high	dowell_v4	Book II ch. V	"""Dashwood's cider tax in 1763; repealed in 1765."""	Short-lived additional cider/perry tax on cider country, counted separately from the broader cider/perry duty lineage.
tea_duty	1	Tea duty		drink/customs	England	1660		1929		ended	medium	legislation_finance_act_1929	Finance Act 1929	"""Repeal of duty on tea"""	Start predates Great Britain; older continuous tea-duty episode; statutory repeal identified from Finance Act 1929.
tea_duty	2	Tea duty		drink/customs/excise	United Kingdom	1932	1932-04-20	1962	1962-04-10	ended	high	legislation_finance_act_1932	Section 1	"""Customs duties... shall be payable on tea... on or after the twentieth day of April, nineteen hundred and thirty-two"""	Finance Act 1962 moved tea to protective import-duty treatment rather than older revenue duty.
coffee_duty	1	Coffee duty		drink/customs	England	1660		1962	1962-04-10	ended	high	legislation_finance_act_1962	Section 3	"""Sugar, tea, coffee and cocoa chargeable with protective instead of revenue duties"""	Start predates Great Britain; counts the revenue-duty series as ended when replaced by protective/import-duty treatment.
chicory_duty	1	Chicory duty		drink/customs/excise	Great Britain	1833		1962	1962-04-10	ended	high	legislation_finance_act_1962	Section 3	"""coffee, chicory and mixtures thereof"""	Home-grown chicory excise added in 1860; revenue-duty treatment replaced in 1962.
cocoa_nut_duty	1	Cocoa-nuts/cocoa duty		drink/commodity	Great Britain	1832		1962	1962-04-10	ended	low	legislation_finance_act_1962	Section 3	"""cocoa, cocoa butter and cocoa husks and shells"""	Start is "known extant by": Dowell says the duty on cocoa-nuts was reduced in 1832, but does not give the original enactment date in the extracted passage.
tobacco_duty	1	Tobacco duty		tobacco/excise/customs	England	1643				active	low	parliament_key_dates	Lines 175-176	Excise duties first imposed; Charged on beer and tobacco	Start predates Great Britain; needs split between customs, excise and licences.
table_waters_duty	1	Table waters duty		drink/commodity	United Kingdom	1916	1916-05-15	1926	1926-08-01	ended	medium	hansard_table_waters_1926	Hansard 6 July 1926	"""the duty of 8d. a gallon on unsweetened table waters has been retained"""	Audit suggested 1924 end, but 1926 Hansard indicates unsweetened table waters duty survived after the 1924 repeal of sweetened table-water duty.
mineral_waters_duty	1	Soda, potash and aerated waters duty		drink/stamp duty	Great Britain	1812		1838		ended	medium	dowell_v4	Book IV ch. XII	"""all artificial mineral waters"""	Dowell places artificial mineral waters in the 1812 proprietary-medicines schedule and says they were specifically exempted in 1838; a heading/footnote also points to 1833, so endpoint needs statute check.
match_duty	1	Matches duty		manufacture/excise	United Kingdom	1916		1993	1993-01-01	ended	medium	legislation_finance_no2_act_1992	Finance (New Duties) Act 1916; Finance (No. 2) Act 1992, s.6	"""Abolition of duties on matches and mechanical lighters"""	Start year from Finance (New Duties) Act references; endpoint from Finance (No. 2) Act 1992 repeal. Needs original 1916 Act text in local source set.
mechanical_lighters_duty	1	Mechanical lighters duty		manufacture/excise	United Kingdom	1928		1993	1993-01-01	ended	medium	legislation_finance_act_1951	Finance Act 1951, s.5; Finance (No. 2) Act 1992, s.6	"""relating to the excise duty on mechanical lighters"""	Start from Finance Act 1928 references in later statutes; endpoint from Finance (No. 2) Act 1992 repeal.
glass_duty	1	Glass duty		manufacture/excise	England	1695		1699		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on glass, 1695-1699. 1745-1845	Start predates Great Britain.
glass_duty	2	Glass duty		manufacture/excise	Great Britain	1745		1845		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on glass, 1695-1699. 1745-1845	
stone_earthen_bottle_duty	1	Stone and earthen bottle duty		manufacture/excise	England	1695		1698		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on stone and earthen bottles, 1695-1698. 1812-1834	Start predates Great Britain.
tobacco_pipe_duty	1	Tobacco pipe duty		manufacture/excise	England	1695		1698		ended	low	dowell_v4	Book IV ch. I	"""another, on tobacco pipes, also a failure"""	Dowell identifies the William III tobacco-pipe duty as a short-lived failed manufactures tax; endpoint approximated to the stone/earthen bottle repeal window.
stone_earthen_bottle_duty	2	Stone and earthen bottle duty		manufacture/excise	Great Britain	1812		1834		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on stone and earthen bottles, 1695-1698. 1812-1834	
candle_duty	1	Candles duty		manufacture/excise	Great Britain	1710		1831		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on the manufacture of candles, 1710-1831	
leather_duty	2	Leather duty		manufacture/excise	Great Britain	1710		1830		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on the manufacture of leather, 1710-1830	
leather_duty	1	Leather duty		manufacture/excise	England	1697		1700		ended	medium	dowell_v4	Book IV ch. I	"""a tax on leather, which was in existence for three years, from 1697 to 1700"""	Short first leather-duty episode before the Spanish Succession duty.
playing_cards_dice_duty	1	Playing cards duty		manufacture/stamp	Great Britain	1711		1960		ended	high	legislation_finance_act_1960	Section 8	"""Abolition of duties on and licences for playing cards"""	Dowell row split: dice duty ended separately in 1862.
dice_duty	1	Dice duty		manufacture/stamp	Great Britain	1711		1862		ended	medium	hansard_playing_cards_dice_1908	Playing Cards and Dice	"""The tax on dice was repealed in 1862."""	Hansard confirms repeal; exact statutory section still to be tied to Customs and Inland Revenue Act 1862.
soap_duty	1	Soap duty		manufacture/excise	Great Britain	1712		1853		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on soap, 1712-1853	
paper_duty	1	Paper duty		manufacture/excise	Great Britain	1712		1861		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on paper, 1712-1861	
wallpaper_duty	1	Paper-hangings / stained paper duty		manufacture/excise	Great Britain	1712		1839		ended	medium	dowell_v4	Book IV ch. I	"""paper, and paper-hangings"""	Dowell says 1839 reforms carried out repeal of the duty on stained paper; old_taxes1 listed 1836, but Dowell supports 1839.
printed_goods_duty	1	Printed goods duty		manufacture/excise	Great Britain	1712		1831		chart_split_only	high	dowell_v4	Contents, Book IV ch. I	The tax on printed goods... 1712-1831	Umbrella row retained for context only; old_taxes2.tsv split the main printed-goods heads.
printed_foreign_calico_duty	1	Printed foreign calicoes duty	Printed goods duty	manufacture/printed goods duty	Great Britain	1712		1831		ended	high	dowell_v4	Vol IV, Book IV ch. I, pp. 343-349	"""The new tax was imposed upon printed silks... printed calicoes... printed linens and stuffs."""	Added from old_taxes2.tsv review.
printed_linen_duty	1	Printed linens duty	Printed goods duty	manufacture/printed goods duty	Great Britain	1712		1831		ended	high	dowell_v4	Vol IV, Book IV ch. I, pp. 343-349	"""The new tax was imposed upon printed silks... printed calicoes... printed linens and stuffs."""	Added from old_taxes2.tsv review.
printed_silk_duty	1	Printed silks duty	Printed goods duty	manufacture/printed goods duty	Great Britain	1712		1831		ended	high	dowell_v4	Vol IV, Book IV ch. I, pp. 343-349	"""The tax on printed goods: silks, foreign calicoes, linen, mixed stuffs..."""	Added from old_taxes2.tsv review.
printed_mixed_stuffs_duty	1	Printed mixed stuffs duty	Printed goods duty	manufacture/printed goods duty	Great Britain	1736		1831		ended	high	dowell_v4	Vol IV, Book IV ch. I, pp. 343-349	"""Printed mixed stuffs... received parliamentary sanction, in 1736."""	Added from old_taxes2.tsv review; start uses the specific mixed-stuffs date.
printed_cotton_duty	1	Printed cottons / British manufactory duty	Printed goods duty	manufacture/printed goods duty	Great Britain	1774		1831		ended	medium	dowell_v4	Vol IV, Book IV ch. I, pp. 343-349	"""Althorp repeals, in 1831, the taxes on candles and printed cottons."""	Added from old_taxes2.tsv review; original printed-goods duties began earlier but cotton-specific treatment developed later.
newspaper_duty	1	Newspapers duty		stamp/excise	Great Britain	1712		1855		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on newspapers, 1712-1855	
advertisement_duty	1	Advertisement duty		stamp/excise	Great Britain	1712		1853		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on advertisements in newspapers and periodicals, 1712-1853	
starch_duty	1	Starch duty		manufacture/excise	Great Britain	1712		1834		ended	high	dowell_v4	Contents, Book IV ch. I	The tax on starch, 1712-1834	
proprietary_medicine_duty	1	Proprietary medicines duty		manufacture/stamp	Great Britain	1783		1941		ended	high	hansard_pharmacy_medicines_1941	Pharmacy and Medicines Bill, Lords second reading	"""repeals altogether... the duties of Excise and the Medicine Stamp Duties"""	Legislation.gov.uk PDF not indexed in search, but Hansard identifies clause and 1941 Act context.
parish_register_stamp_duty	1	Parish register stamp duty		stamp/event tax	Great Britain	1783		1794		ended	high	nrs_parish_register_tax_1783	Guide	"""Parish Register Tax 1783-1794"""	Duties on parish-register entries for baptisms, marriages and burials; separate from the 1695 event duties.
plate_manufacture_duty	1	Sunderland's silver plate tax		manufacture/excise	Great Britain	1720		1758		ended	high	dowell_v4	Book IV ch. I, plate section	"""Sunderland's Tax on Silver Plate. 1720-58."""	
plate_manufacture_duty	2	Gold and silver plate duty		manufacture/excise	Great Britain	1784		1890		ended	medium	hansard_plate_duty_1890	Plate Duty	"""the Duty on gold or silver plate having been repealed by an Act of this Session"""	Needs exact 1890 Act/section citation; licence duty continued until 1949.
plate_dealer_licence	1	Plate dealer licence		licence duty	Great Britain	1758		1949	1949-07-05	ended	high	legislation_finance_act_1949	Section 14	"""Abolition of excise duties on licences for appraisers, auctioneers, house agents and plate dealers"""	
brick_tile_duty	1	Bricks and tiles duty		manufacture/excise	Great Britain	1784		1850		ended	high	dowell_v4	Contents, Book IV ch. I	The taxes on bricks and tiles, and stone and slates, 1784-1850. 1794-1831	
stone_slate_duty	1	Stone and slates duty		manufacture/excise	Great Britain	1794		1831		ended	high	dowell_v4	Contents, Book IV ch. I	The taxes on bricks and tiles, and stone and slates, 1784-1850. 1794-1831	
hat_duty	1	Hats duty		manufacture/excise	Great Britain	1784		1811		ended	high	dowell_v4	Book IV ch. I	"""The Tax on Felt, Beaver, and other Hats. 1784-1811"""	Does not include the earlier chip-hat import duty; add separately if counting fashion import duties.
chip_hat_duty	1	Chip, straw, cane and horsehair hats and bonnets duty		customs/fashion duty	Great Britain	1767		1770		ended	low	dowell_v4	Book IV ch. I	"""A tax imposed upon chip hats in 1767."""	Functional endpoint approximate: Dowell says North's 1770 restrictions tried to secure the tax, but a fashion change "in effect" abolished it.
glove_mitten_duty	1	Gloves and mittens duty		manufacture/excise	Great Britain	1785		1794		ended	high	dowell_v4	Book IV ch. I	"""The Tax on Gloves and Mittens. 1785-1794"""	
toilet_article_duty	1	Toilet articles duty		manufacture/excise	Great Britain	1786		1800		ended	high	dowell_v4	Book IV ch. I	"""Taxes on Articles for the Toilet... 1786-1800"""	Covered perfumes, tooth powder, pomatum and hair powder; hair-powder licence is separate.
almanac_duty	1	Almanacs duty		stamp/excise	Great Britain	1710		1834		ended	high	dowell_v4	Book IV ch. I	"""first imposed in 1710... repealed... in 1834"""	
coal_duty	1	Coal duty		raw material/customs/excise	England	1695		1831		ended	medium	dowell_v4	Book IV ch. II	"""another tax on coal, in 1695"""	Start predates Great Britain; Commonwealth and Restoration coal charges existed; this row follows the sea-borne coal duty repealed by Althorp.
iron_duty	1	Iron duty		raw material/customs/excise	Great Britain	1797		1845		ended	medium	dowell_v4	Book IV ch. XI	"""additional 10 per cent. on imported iron in bars imposed in 1797"""	Dowell says Peel wholly repealed the tax in 1845.
timber_duty	1	Imported timber duty		raw material/customs	Great Britain	1801		1866		ended	medium	dowell_v4	Book IV ch. II	"""In his last Budget before leaving office, in 1801, Pitt increased the duties on wood, including timber"""	First specific timber-duty date found in Dowell sidecar; earlier wood duties may need separate coding.
tallow_duty	1	Imported tallow duty		raw material/customs	Great Britain	1799		1860		ended	medium	obrien_wp99	Minor innovations, p. 9	"""Between 1799, when Pitt first imposed the duty and the end of the wars, imports of tallow increased from 227,000 cwt. to 360,000 cwt."""	Start from O'Brien; Dowell says Gladstone repealed the tax in 1860.
barilla_duty	1	Barilla duty		raw material/customs	Great Britain	1815		1845		ended	low	dowell_v4	Book IV ch. III	"""The tax on barilla... produced, in 1815, 59,000l."""	Start is "known extant by"; Dowell says Peel repealed it in 1845.
wool_duty	1	Wool duty		raw material/customs	Great Britain	1803		1845		ended	medium	dowell_v4	Book IV ch. V	"""in 1803 we departed from this policy and subjected wool on importation to a duty"""	Dowell says Peel repealed the wool duties in 1845.
silk_duty	1	Silk duty		raw material/customs	Great Britain	1787		1846		ended	medium	dowell_v4	Book IV ch. VI	"""The duty, imposed in Pitt's tariff of 1787, at 3s. the pound"""	Raw silk/not-dyed thrown silk ended in 1845; thrown silk dyed ended in 1846. French manufactured silk goods duty survived to 1860 and may need a separate row.
flax_duty	1	Flax duty		raw material/customs	Great Britain	1793		1845		ended	low	obrien_wp99	Extensions to the fiscal base, p. 6	"""At least twenty-one 'new' taxes were imposed between 1793 and 1815, but levies on flax... made too small a contribution to be worth detailed consideration."""	Start is best-guessed to the French-war reimposition window identified by O'Brien and Dowell; Dowell says Peel repealed flax/raw linen yarn duties in 1845.
cotton_duty	1	Cotton duty		raw material/customs	Great Britain	1802		1845		ended	medium	dowell_v4	Book IV ch. VIII	"""In 1802... a new duty was charged upon cotton-wool"""	Dowell says Peel wholly repealed the tax in 1845.
hemp_duty	1	Hemp duty		raw material/customs	Great Britain	1809		1845		ended	high	dowell_v4	Book IV ch. IV	"""In Spencer Perceval's tariff of 1809, the duty on rough or undressed hemp was imposed"""	Dowell says Peel repealed the tax in 1845.
indigo_duty	1	Indigo/indico duty		raw material/customs	England	1692		1721		ended	medium	dowell_v4	Book IV ch. XII	"""the 'impost of 1692,' imposing an additional 4d. the pound upon foreign indico"""	Walpole wholly exempted dyeing drugs from duty in 1721.
indigo_duty	2	Indigo duty		raw material/customs	Great Britain	1793		1845		ended	low	obrien_wp99	Table 1 and minor innovations, pp. 4 and 6	"""Indigo*... Taxes marked with an asterisk (*) were imposed after the outbreak of war."""	Start is best-guessed to the French-war window from O'Brien; Dowell says Peel abolished the tax in 1845.
cochineal_duty	1	Cochineal duty		raw material/customs	Great Britain	1842		1845		ended	low	dowell_v4	Book IV ch. XII	"""duties on cochineal"""	Start is "known extant by" from Dowell's note on Peel's 1842 tariff reduction; duties were repealed with indigo in 1845.
seed_duty	1	Seeds duty		raw material/customs	Great Britain	1815		1853		ended	low	dowell_v4	Book IV ch. X	"""In 1815 the yield of the duties to which seeds were liable on importation was... 44,239l."""	Start is "known extant by"; Dowell says Gladstone repealed the tax in 1853.
income_tax	1	Income tax / property and income tax		income tax	Great Britain	1799		1802		ended	high	dowell_v3	Contents, Book II ch. I	Pitt's Property and Income Tax (1799-1802)	
triple_assessment	1	Triple Assessment		assessed-taxes surcharge/property proxy	Great Britain	1798		1798		ended	high	dowell_v3	Vol III, Book II ch. I, p. 100	"""The famous Triple Assessment in 1798... proved a failure."""	Added from old_taxes2.tsv review; technically a surcharge on assessed taxes rather than a lasting separate tax.
income_tax	2	Income tax / property and income tax		income tax	Great Britain	1803		1806		ended	high	dowell_v3	Contents, Book II ch. I	Addington's Property and Income Tax (1803-1806)	
income_tax	3	Income tax / property and income tax		income tax	Great Britain	1806		1816		ended	high	parliament_key_dates	Lines 183-187	1799 - Income Tax introduced... 1816 - Income Tax abolished	Dowell table says 1806-1815; Parliament gives abolition 1816.
income_tax	4	Income tax / property and income tax		income tax	United Kingdom	1842				chart_split_only	high	parliament_key_dates	Lines 189-190	1842 - Income Tax reintroduced	Current income-tax umbrella retained for context only; the count follows the sunburst convention and treats work, dividend, savings and rent income-tax slices as separate current taxes.
investment_income_surcharge	1	Investment Income Surcharge		income tax	United Kingdom	1973	1973-04-06	1984	1984-04-05	ended	medium	legislation_finance_act_1984	Schedule 7	"""abolition of investment income surcharge for 1984-85 and subsequent years"""	Boundary case: an additional income-tax charge/rate on investment income, but separately named and material.
super_tax_surtax	1	Super-tax / Surtax		income tax	United Kingdom	1910		1973		ended	medium	legislation_finance_1909_10_act_1910	Finance (1909-10) Act 1910; TNA C161	"""an additional duty of income tax... referred to as a super-tax"""	Introduced by the 1909-10 Budget; later Surtax. End year follows TNA's Surtax records span and needs section-level repeal check.
increment_value_duty	1	Increment value duty		land value tax	United Kingdom	1910		1920		ended	high	legislation_finance_1909_10_act_1910	Finance (1909-10) Act 1910; Finance Act 1920	"""a duty, called increment value duty"""	One of Lloyd George's land-values duties; repealed for future charging by Finance Act 1920.
reversion_duty	1	Reversion duty		land value tax	United Kingdom	1910		1920		ended	high	legislation_finance_1909_10_act_1910	Finance (1909-10) Act 1910; Finance Act 1920	"""a duty, called reversion duty"""	One of Lloyd George's land-values duties; repealed for future charging by Finance Act 1920.
undeveloped_land_duty	1	Undeveloped land duty		land value tax	United Kingdom	1910		1920		ended	high	legislation_finance_1909_10_act_1910	Finance (1909-10) Act 1910; Finance Act 1920	"""a duty, called undeveloped land duty"""	One of Lloyd George's land-values duties; repealed for future charging by Finance Act 1920.
mineral_rights_duty	1	Mineral rights duty		land/mineral tax	United Kingdom	1910		1967		ended	medium	legislation_finance_1909_10_act_1910	Finance (1909-10) Act 1910; TNA C161	"""mineral rights duty"""	Excluded from the 1920 land-values repeal; end year follows TNA land-values records span pending Finance Act 1967 section check.
excess_profits_duty	1	Excess profits duty		business/war profits tax	United Kingdom	1915		1921		ended	high	legislation_finance_act_1921	Finance (No. 2) Act 1915; Finance Act 1921	"""Excess profits duty... final accounting period"""	First World War excess-profits charge; endpoint from Finance Act 1921.
excess_mineral_rights_duty	1	Excess mineral rights duty		mineral/war profits tax	United Kingdom	1915		1921	1921-08-04	ended	high	legislation_finance_act_1921	Section 32	"""Excess mineral rights duty shall not be charged... after the fourth day of August, nineteen hundred and twenty-one"""	Start tied to wartime excess-profits legislation; exact 1915 section still needs original Act extraction.
munitions_levy	1	Munitions levy		business/war profits levy	United Kingdom	1915		1921		ended	medium	tna_excess_profits_duty_records	Series description	"""Munitions Levy, 1915-1921"""	Official archive series identifies lifespan; original charge section still to verify.
corporation_profits_tax	1	Corporation profits tax		business profits tax	United Kingdom	1920		1924	1924-06-30	ended	high	legislation_finance_act_1920	Finance Act 1920; Finance Act 1924	"""there shall be charged... corporation profits tax"""	Abolition applies to accounting periods commencing after 30 June 1924.
national_defence_contribution_profits_tax	1	National Defence Contribution / Profits Tax		business profits tax	United Kingdom	1937		1966		ended	high	legislation_finance_act_1937	Finance Act 1937; Finance Act 1946; Finance Act 1965	"""a tax (to be called the 'national defence contribution')"""	Renamed Profits Tax in 1946; Finance Act 1965 ended charge after 1965-66.
armament_profits_duty	1	Armament profits duty		business/war profits tax	United Kingdom	1939		1947		ended	medium	tna_inland_revenue_records_c161	TNA C161; Finance (No. 2) Act 1939	"""Armament Profits Duty, 1939-1947"""	Official archive date span; needs detailed interaction check with Excess Profits Tax.
excess_profits_tax	1	Excess profits tax		business/war profits tax	United Kingdom	1939		1946		ended	high	legislation_finance_act_1946	TNA C161; Finance Act 1946	"""Excess profits tax shall not be chargeable... after the end of the year nineteen hundred and forty-six"""	Second World War excess-profits charge.
purchase_tax	1	Purchase tax		consumption tax	United Kingdom	1940	1940-10-21	1973	1973-04-02	ended	medium	parliament_key_dates	Lines 199-208	1940 - Purchase Tax introduced... 1973 - VAT... introduced	Exact dates from audit/secondary check; original Finance (No. 2) Act 1940 source still needs extraction.
entertainments_duty	1	Entertainments Duty		admissions/consumption tax	United Kingdom	1916	1916-05-15	1960	1960-04-10	ended	high	tna_customs_excise_records_c67	Series description	"""entertainments duty from its introduction in 1916 until its abolition in 1960"""	Admissions duty on cinema/theatre/entertainments, introduced in the First World War; exact operative dates cross-checked to Budget/Hansard material.
railway_passenger_duty	1	Railway passenger duty		transport/admissions tax	United Kingdom	1832		1929	1929-04-01	ended	medium	legislation_finance_act_1929	Section 3	"""shall cease to be charged"""	Started as passenger stamp duty in 1832 and became railway passenger duty; Finance Act 1929 repealed it from 1 April 1929.
excess_profits_levy_1952	1	Excess Profits Levy		business/war profits levy	United Kingdom	1952	1952-01-01	1953	1953-12-31	ended	high	legislation_finance_act_1952	Part V	"""excess profits levy"""	Korean-war-era short-life profits levy; Hansard confirms it ran from 1 January 1952 to 31 December 1953.
national_insurance_surcharge	1	National Insurance Surcharge		employment/payroll tax	United Kingdom	1977	1977-04-06	1985	1985-04-06	ended	high	legislation_finance_act_1984	Section 117	"""The surcharge payable under the National Insurance Surcharge Act 1976 is hereby abolished"""	Final endpoint for specified public bodies was 6 April 1985; most other cases ended 1 October 1984.
special_contribution	1	Special Contribution		capital/income levy	United Kingdom	1948		1948		ended	high	legislation_finance_act_1948	Part V	"""there shall... be charged a special contribution"""	One-off post-war charge by reference to investment income/capital thresholds.
health_social_care_levy	1	Health and Social Care Levy / NIC increase		social contribution/tax	United Kingdom	2022	2022-04-06	2022	2022-11-05	ended	high	legislation_hsc_levy_repeal_act_2022	Explanatory notes, section 2	"""higher rates of Class 1 NICs... remain in place until 5 November 2022"""	Boundary case: the standalone levy was repealed before April 2023 commencement; this row counts the labelled 2022-23 NIC increase associated with the Levy.
value_added_tax	1	Value Added Tax		consumption tax	United Kingdom	1973				active	high	parliament_key_dates	Lines 207-208	1973 - VAT (Value Added Tax) introduced	
car_tax	1	Car tax		consumption/vehicle tax	United Kingdom	1973	1973-04-01	1992	1992-11-13	ended	high	legislation_finance_act_1972	Finance Act 1972; Car Tax (Abolition) Act 1992	"""A tax, to be known as car tax, shall be charged after 31st March 1973"""	Endpoint from Car Tax (Abolition) Act 1992, deemed in force from 13 November 1992.
selective_employment_tax	1	Selective Employment Tax		employment tax	United Kingdom	1966	1966-09-05	1973	1973-04-02	ended	medium	legislation_finance_act_1966	Section 44	"""a tax (to be known as the selective employment tax)"""	Replaced by VAT from April 1973; exact end date follows audit/Hansard secondary check pending repeal-section extraction.
community_charge	1	Community Charge / Poll Tax		local tax	Scotland	1989		1993		ended	high	parliament_key_dates	Lines 210-211	1989-90 - Poll Tax... Came into force in Scotland and England. It was replaced by the Council Tax in 1993	Scotland first; split from England/Wales episode.
community_charge	2	Community Charge / Poll Tax		local tax	England and Wales	1990		1993		ended	high	parliament_key_dates	Lines 210-211	1989-90 - Poll Tax... Came into force in Scotland and England. It was replaced by the Council Tax in 1993	
council_tax	1	Council tax		local/property	Great Britain	1993	1993-04-01			active	high	legislation_local_government_finance_act_1992	Sections 1-6	"""as regards the financial year beginning in 1993"""	Operative start date added from Local Government Finance Act 1992 commencement/year structure.
general_rate	1	General rate		local/property tax	England and Wales	1927		1990	1990-04-01	ended	medium	legislation_rating_valuation_act_1925	Rating and Valuation Act 1925, s.1; Local Government Finance Act 1988	"""make and levy... 'the general rate'"""	Successor to poor and other local rates in England and Wales; replaced by community charge/domestic rating changes and NNDR from 1990.
national_insurance_contributions	1	National Insurance contributions		social contribution/tax	United Kingdom	1912	1912-07			active	medium	parliament_key_dates	Lines 193-194	Further welfare reforms up to 1914 (national insurance, unemployment assistance) required more increases in taxation	National Insurance Act was 1911; counting uses operational contribution start in July 1912. Modern classes need splitting later.
corporation_tax	1	Corporation tax		business tax	United Kingdom	1965				active	high	govuk_ct_stats_2023	Historical background	"""CT introduced, with a uniform rate on all profits"""	
capital_gains_tax	1	Capital gains tax		wealth tax	United Kingdom	1965				active	high	commons_cgt_history	Summary	"""CGT was first introduced in 1965"""	
development_charge	1	Development charge		land development tax/charge	Great Britain	1948		1953		ended	medium	town_country_planning_act_1947_refs	Town and Country Planning Act 1947	"""development charge"""	Broad land-development charge under the 1947 planning regime; statutory repeal/transition needs section-level extraction.
betterment_levy	1	Betterment levy		land development levy	Great Britain	1967		1970		ended	medium	legislation_land_commission_act_1967	Land Commission Act 1967	"""to impose a betterment levy in respect of land"""	Charged by the Land Commission regime; repeal/abolition date still needs section-level check.
tax_on_development_gains	1	Tax on development gains		land development tax	United Kingdom	1973	1973-12-17	1976		ended	medium	legislation_finance_act_1974	Section 38	"""gains accruing... on a disposal of land... shall be treated... as income"""	Boundary case: a targeted income-tax charge rather than separately named tax; included for broad series.
development_land_tax	1	Development Land Tax		land development tax	United Kingdom	1976		1985	1985-03-19	ended	high	legislation_finance_act_1985	Development Land Tax Act 1976; Finance Act 1985	"""Development land tax shall not be charged... on or after 19th March 1985"""	
advance_corporation_tax	1	Advance Corporation Tax		business tax/prepayment	United Kingdom	1973	1973-04-06	1999	1999-04-06	ended	medium	legislation_finance_act_1972	Finance Act 1972; HMRC COTAX Manual COM30010	"""liable to pay an amount of corporation tax (to be known as 'advance corporation tax')"""	Boundary case: described as an amount of corporation tax, but separately named and administered. Shadow ACT is now counted separately as the post-1999 transitional regime.
